State,precipitation,Year,Month,precipitation50mm,precipitation_percentage,maxprecipitation1day,maxprecipitation5day,relative_humidity,maxsurfaceairtemperature
Chandigarh,92.7,2017,7,0.0,50.65,27.26,107.61,69.82,30.47
Chandigarh,323.45,2017,8,2.0,171.38,83.44,196.21,80.36,29.01
Chandigarh,137.78,2017,9,1.0,141.45,93.54,150.63,77.67,27.71
Chandigarh,0.65,2017,10,0.0,3.18,0.18,0.34,55.67,25.47
Chandigarh,1.21,2017,11,0.0,14.99,0.51,1.12,67.4,17.93
Chandigarh,22.25,2017,12,0.0,193.37,20.47,21.96,72.25,14.56
Chandigarh,8.45,2018,1,0.0,20.0,7.38,8.29,69.7,12.85
Chandigarh,14.13,2018,2,0.0,27.52,9.43,11.5,53.93,17.46
Chandigarh,13.19,2018,3,0.0,37.8,4.87,9.59,44.41,23.17
Chandigarh,24.79,2018,4,0.0,96.55,3.55,8.51,39.55,28.12
Chandigarh,29.88,2018,5,0.0,99.98,8.03,13.1,33.35,31.93
Chandigarh,66.13,2018,6,0.0,64.42,14.09,24.47,54.36,31.91
Chandigarh,186.28,2018,7,0.0,101.78,39.68,82.23,74.93,29.69
Chandigarh,171.32,2018,8,0.0,90.77,24.36,59.77,81.02,28.81
Chandigarh,302.17,2018,9,2.0,310.21,120.77,250.25,79.29,26.97
Chandigarh,11.37,2018,10,0.0,55.97,9.29,9.64,62.83,23.09
Chandigarh,15.58,2018,11,0.0,193.0,11.28,12.95,66.76,18.56
Chandigarh,2.46,2018,12,0.0,21.39,0.92,2.45,69.35,12.85
Chandigarh,58.62,2019,1,0.0,138.71,30.34,39.87,71.49,12.45
Chandigarh,112.22,2019,2,0.0,218.53,34.96,49.44,73.18,14.93
Chandigarh,25.41,2019,3,0.0,72.8,7.69,9.78,61.42,19.42
Chandigarh,24.45,2019,4,0.0,95.26,10.46,16.38,41.5,28.08
Chandigarh,26.11,2019,5,0.0,87.35,17.5,21.71,33.14,31.2
Chandigarh,21.95,2019,6,0.0,21.38,11.38,11.75,39.84,33.53
Chandigarh,243.37,2019,7,0.0,132.97,49.92,103.28,75.2,29.38
Chandigarh,307.29,2019,8,1.0,162.82,159.13,220.06,79.43,29.11
Chandigarh,73.16,2019,9,0.0,75.11,16.95,39.58,79.0,28.27
Chandigarh,2.65,2019,10,0.0,13.05,0.51,20.1,67.51,24.08
Chandigarh,18.99,2019,11,0.0,235.27,6.1,10.7,68.66,19.17
Chandigarh,20.43,2019,12,0.0,177.55,13.22,19.94,82.1,11.91
Chandigarh,78.85,2020,1,0.0,186.58,21.63,43.56,80.03,12.1
Chandigarh,13.99,2020,2,0.0,27.25,7.28,8.15,69.54,15.84
Chandigarh,79.51,2020,3,0.0,227.82,27.98,41.35,61.39,19.81
Chandigarh,31.07,2020,4,0.0,121.04,10.79,14.66,44.55,26.27
Chandigarh,35.36,2020,5,0.0,118.3,10.28,19.27,40.15,30.26
Chandigarh,22.38,2020,6,0.0,21.81,4.04,13.34,53.12,31.82
Chandigarh,273.76,2020,7,1.0,149.57,104.66,113.8,73.24,30.02
Chandigarh,169.95,2020,8,0.0,90.05,39.18,61.91,81.07,29.14
Chandigarh,19.29,2020,9,0.0,19.8,7.21,16.74,67.34,29.69
Chandigarh,0.01,2020,10,0.0,0.03,0.01,0.01,44.74,25.71
Chandigarh,19.8,2020,11,0.0,245.29,12.86,13.48,60.9,17.93
Chandigarh,24.05,2020,12,0.0,209.05,13.97,13.97,73.85,13.32
Chandigarh,26.77,2021,1,0.0,63.33,13.06,13.16,81.51,12.7
Chandigarh,8.72,2021,2,0.0,16.99,4.74,7.33,68.58,17.31
Chandigarh,7.2,2021,3,0.0,20.63,4.41,4.8,43.71,23.59
Chandigarh,22.07,2021,4,0.0,85.98,4.71,11.56,32.71,27.0
Chandigarh,51.88,2021,5,0.0,173.57,14.07,20.54,47.46,29.12
Chandigarh,40.72,2021,6,0.0,39.67,8.32,13.96,59.0,30.71
Chandigarh,205.28,2021,7,1.0,112.16,67.46,114.62,73.57,30.17
Chandigarh,119.44,2021,8,0.0,63.28,47.36,62.01,81.73,28.92
Chandigarh,71.94,2021,9,0.0,73.86,20.31,46.74,80.06,27.94
Chandigarh,55.27,2021,10,0.0,272.0,38.4,40.17,68.29,24.92
Chandigarh,0.88,2021,11,0.0,10.84,0.85,0.88,59.13,18.57
Chandigarh,3.37,2021,12,0.0,29.27,1.68,2.7,72.73,13.42
Chandigarh,193.36,2022,1,1.0,457.52,68.58,136.2,86.42,12.24
Chandigarh,36.86,2022,2,0.0,71.78,10.76,18.66,71.99,14.9
Chandigarh,1.69,2022,3,0.0,4.84,0.67,1.37,57.26,23.87
Chandigarh,7.59,2022,4,0.0,29.56,5.53,6.95,30.62,30.37
Chandigarh,28.03,2022,5,0.0,93.76,4.84,9.86,43.42,31.53
Chandigarh,66.67,2022,6,0.0,64.94,31.09,50.53,44.98,32.8
Chandigarh,143.0,2022,7,0.0,78.13,27.79,54.67,76.83,29.83
Chandigarh,92.8,2022,8,0.0,49.17,25.6,42.15,76.88,29.8
Chandigarh,128.08,2022,9,1.0,131.48,84.57,114.16,73.26,28.6
Chandigarh,24.48,2022,10,0.0,120.5,11.84,21.22,66.3,24.59
Chandigarh,6.06,2022,11,0.0,75.05,2.96,5.47,62.17,19.32
Chandigarh,0.31,2022,12,0.0,2.66,0.21,0.58,71.37,13.93
Chhattisgarh,6.71,1950,1,0.0,36.8,4.23,6.34,57.18,19.74
Chhattisgarh,42.95,1950,2,0.02,322.1,17.11,37.07,52.7,20.34
Chhattisgarh,152.58,1950,3,0.06,885.49,30.11,66.95,71.38,21.71
Chhattisgarh,26.67,1950,4,0.0,155.99,9.08,16.17,48.85,27.8
Chhattisgarh,42.44,1950,5,0.05,141.14,11.12,29.14,44.33,31.2
Chhattisgarh,230.38,1950,6,0.31,100.21,44.37,128.93,65.66,28.93
Chhattisgarh,531.33,1950,7,1.38,132.64,79.45,202.69,87.7,24.56
Chhattisgarh,329.6,1950,8,1.15,89.39,69.86,170.44,84.19,24.94
Chhattisgarh,208.1,1950,9,0.04,91.55,30.86,80.07,84.01,24.77
Chhattisgarh,138.95,1950,10,0.0,187.94,22.35,47.17,83.82,22.25
Chhattisgarh,135.63,1950,11,0.56,792.75,47.08,92.73,79.91,19.41
Chhattisgarh,43.79,1950,12,0.0,431.51,13.56,30.7,80.63,18.05
Chhattisgarh,102.34,1951,1,0.29,550.61,34.43,53.15,79.45,17.04
Chhattisgarh,40.94,1951,2,0.08,280.54,23.2,37.99,66.92,19.76
Chhattisgarh,194.39,1951,3,0.18,1160.86,39.92,79.95,72.21,22.23
Chhattisgarh,88.64,1951,4,0.04,515.88,22.84,44.54,66.89,25.12
Chhattisgarh,100.62,1951,5,0.0,399.38,19.51,51.39,60.25,28.37
Chhattisgarh,144.57,1951,6,0.09,63.27,32.51,69.75,71.35,27.78
Chhattisgarh,355.5,1951,7,0.87,88.17,74.83,144.6,83.89,25.66
Chhattisgarh,369.39,1951,8,1.06,99.32,81.51,147.53,86.32,25.12
Chhattisgarh,176.43,1951,9,0.03,78.35,30.37,63.13,83.79,25.15
Chhattisgarh,106.66,1951,10,0.0,137.77,19.95,59.56,81.92,24.28
Chhattisgarh,62.12,1951,11,0.02,339.19,21.38,33.68,79.65,21.16
Chhattisgarh,12.9,1951,12,0.0,119.27,9.06,13.92,70.41,17.5
Chhattisgarh,44.28,1952,1,0.01,236.87,13.35,24.56,71.67,19.17
Chhattisgarh,99.57,1952,2,0.03,725.23,27.76,57.17,69.5,19.97
Chhattisgarh,66.65,1952,3,0.0,385.29,16.45,34.26,60.24,22.07
Chhattisgarh,123.2,1952,4,0.0,781.27,21.04,47.74,65.5,25.38
Chhattisgarh,134.42,1952,5,0.0,593.03,26.91,78.78,62.08,27.86
Chhattisgarh,122.73,1952,6,0.09,54.05,28.92,66.92,69.63,27.71
Chhattisgarh,311.49,1952,7,0.56,77.8,60.31,139.95,79.73,26.19
Chhattisgarh,417.96,1952,8,0.38,113.13,43.38,107.92,88.26,24.58
Chhattisgarh,193.39,1952,9,0.03,85.35,28.59,90.69,84.52,24.87
Chhattisgarh,95.82,1952,10,0.15,132.02,33.89,73.57,72.4,23.51
Chhattisgarh,1.67,1952,11,0.0,8.95,0.77,11.07,56.67,20.57
Chhattisgarh,149.26,1952,12,0.06,1417.84,30.91,61.9,75.89,16.81
Chhattisgarh,166.29,1953,1,0.31,917.68,42.96,67.09,79.84,16.01
Chhattisgarh,113.4,1953,2,0.05,888.76,29.19,50.1,78.23,18.82
Chhattisgarh,45.93,1953,3,0.02,269.14,16.61,37.98,61.18,24.15
Chhattisgarh,91.96,1953,4,0.0,539.31,19.52,45.2,63.16,25.0
Chhattisgarh,74.03,1953,5,0.01,374.7,15.39,36.45,56.88,27.96
Chhattisgarh,236.13,1953,6,0.62,107.73,71.09,131.58,66.37,27.65
Chhattisgarh,189.16,1953,7,0.04,47.41,26.84,133.16,78.94,26.0
Chhattisgarh,404.78,1953,8,1.44,109.02,100.18,201.33,85.06,24.94
Chhattisgarh,224.93,1953,9,0.0,99.84,22.71,69.66,86.12,24.68
Chhattisgarh,146.75,1953,10,0.03,198.11,19.19,53.51,85.4,22.51
Chhattisgarh,11.88,1953,11,0.0,63.98,6.01,10.25,69.87,19.41
Chhattisgarh,38.28,1953,12,0.01,412.34,17.02,49.6,63.33,18.77
Chhattisgarh,20.27,1954,1,0.0,111.38,11.13,14.74,59.17,18.24
Chhattisgarh,23.02,1954,2,0.0,152.92,10.3,17.39,50.75,23.8
Chhattisgarh,13.56,1954,3,0.0,77.4,4.48,9.44,33.4,26.91
Chhattisgarh,9.73,1954,4,0.0,50.58,4.28,8.07,25.46,31.61
Chhattisgarh,11.06,1954,5,0.0,33.08,2.48,7.19,27.99,34.06
Chhattisgarh,119.07,1954,6,0.0,51.92,20.59,55.65,60.72,30.24
Chhattisgarh,401.35,1954,7,1.08,99.81,71.1,159.74,85.58,25.89
Chhattisgarh,328.89,1954,8,0.76,89.66,63.63,157.05,83.59,25.8
Chhattisgarh,345.31,1954,9,1.0,152.55,69.99,129.19,86.03,24.84
Chhattisgarh,45.85,1954,10,0.13,54.99,24.39,33.05,71.47,23.37
Chhattisgarh,0.01,1954,11,0.0,0.04,0.01,0.01,50.84,20.37
Chhattisgarh,4.92,1954,12,0.0,45.7,3.05,4.31,46.87,19.35
Chhattisgarh,15.72,1955,1,0.0,86.88,5.93,14.49,47.2,20.44
Chhattisgarh,2.86,1955,2,0.0,14.7,1.97,2.38,35.46,23.63
Chhattisgarh,2.36,1955,3,0.0,13.14,1.51,1.94,22.52,28.26
Chhattisgarh,9.91,1955,4,0.0,46.73,3.31,6.71,23.33,30.16
Chhattisgarh,23.43,1955,5,0.0,80.09,6.73,12.15,33.22,32.86
Chhattisgarh,288.29,1955,6,0.83,129.53,58.23,156.22,57.75,30.34
Chhattisgarh,355.82,1955,7,0.31,89.23,53.58,124.2,85.89,25.55
Chhattisgarh,312.55,1955,8,0.28,84.42,42.97,117.47,86.66,25.42
Chhattisgarh,329.22,1955,9,0.59,145.3,60.33,115.75,87.39,25.15
Chhattisgarh,169.3,1955,10,0.33,214.62,42.05,103.39,82.17,23.94
Chhattisgarh,33.58,1955,11,0.15,203.51,26.27,32.76,67.47,19.13
Chhattisgarh,0.16,1955,12,0.0,1.57,0.1,0.18,56.27,18.07
Chhattisgarh,5.92,1956,1,0.0,32.67,5.52,12.28,45.45,20.03
Chhattisgarh,9.01,1956,2,0.0,60.28,5.57,13.47,33.97,21.48
Chhattisgarh,1.86,1956,3,0.0,10.27,0.96,1.11,23.09,28.01
Chhattisgarh,1.68,1956,4,0.0,7.56,0.67,1.05,21.04,32.1
Chhattisgarh,92.86,1956,5,0.04,406.16,34.09,76.43,38.12,32.99
Chhattisgarh,285.36,1956,6,0.83,125.21,71.97,146.27,75.04,27.06
Chhattisgarh,411.3,1956,7,0.99,102.37,65.76,169.93,86.32,25.1
Chhattisgarh,418.75,1956,8,1.25,112.64,77.02,169.65,86.29,25.07
Chhattisgarh,248.7,1956,9,0.38,111.87,42.11,102.12,84.96,25.02
Chhattisgarh,118.07,1956,10,0.0,156.81,24.36,52.47,81.48,23.85
Chhattisgarh,14.57,1956,11,0.0,75.49,8.29,29.75,71.34,20.29
Chhattisgarh,4.29,1956,12,0.0,42.12,2.42,4.1,59.67,19.04
Chhattisgarh,8.56,1957,1,0.0,48.08,2.97,4.43,53.28,20.38
Chhattisgarh,6.62,1957,2,0.0,45.59,4.79,21.84,31.26,21.82
Chhattisgarh,40.18,1957,3,0.07,236.17,22.48,28.42,41.34,24.66
Chhattisgarh,9.72,1957,4,0.0,48.08,3.14,4.6,30.19,30.59
Chhattisgarh,9.54,1957,5,0.0,36.05,2.75,6.16,27.48,33.78
Chhattisgarh,159.58,1957,6,0.38,69.37,52.95,126.19,47.75,31.58
Chhattisgarh,366.68,1957,7,1.04,91.79,61.36,144.99,85.66,25.51
Chhattisgarh,414.53,1957,8,0.76,112.32,55.44,143.38,86.11,25.7
Chhattisgarh,140.51,1957,9,0.07,61.52,31.42,81.91,75.44,26.37
Chhattisgarh,19.73,1957,10,0.0,24.77,7.44,15.89,59.83,25.64
Chhattisgarh,0.17,1957,11,0.0,0.96,0.14,0.26,49.11,22.21
Chhattisgarh,0.08,1957,12,0.0,0.69,0.04,0.07,51.59,20.54
Chhattisgarh,15.27,1958,1,0.0,81.36,13.2,14.92,47.98,20.62
Chhattisgarh,12.29,1958,2,0.0,67.14,6.16,10.69,40.96,22.77
Chhattisgarh,13.1,1958,3,0.0,71.61,6.32,8.49,36.31,26.52
Chhattisgarh,11.11,1958,4,0.0,55.27,2.69,5.74,33.19,31.18
Chhattisgarh,9.36,1958,5,0.0,33.15,3.25,5.11,33.23,33.31
Chhattisgarh,146.79,1958,6,0.01,65.23,26.77,88.79,48.86,32.34
Chhattisgarh,554.12,1958,7,2.43,139.17,108.34,248.72,85.37,25.74
Chhattisgarh,343.39,1958,8,0.46,92.48,63.15,136.4,86.81,26.08
Chhattisgarh,248.89,1958,9,0.22,110.79,35.93,105.34,85.17,25.45
Chhattisgarh,109.19,1958,10,0.0,147.26,21.54,53.56,79.13,24.57
Chhattisgarh,27.7,1958,11,0.01,151.96,11.09,23.35,70.05,21.87
Chhattisgarh,0.0,1958,12,0.0,0.03,0.0,0.02,56.33,18.7
Chhattisgarh,20.31,1959,1,0.0,110.64,7.53,13.14,59.01,19.91
Chhattisgarh,1.85,1959,2,0.0,13.49,1.18,2.34,43.92,22.31
Chhattisgarh,0.37,1959,3,0.0,1.79,0.31,0.37,24.83,27.69
Chhattisgarh,10.92,1959,4,0.0,59.77,4.95,9.78,30.1,31.31
Chhattisgarh,18.56,1959,5,0.0,85.46,7.04,18.82,30.19,34.04
Chhattisgarh,200.85,1959,6,0.5,89.88,71.26,129.17,62.86,29.66
Chhattisgarh,540.37,1959,7,2.01,134.6,97.48,201.39,83.77,25.63
Chhattisgarh,445.36,1959,8,1.64,120.34,107.55,232.32,85.79,25.2
Chhattisgarh,356.99,1959,9,1.01,156.05,77.83,190.86,84.86,25.23
Chhattisgarh,87.71,1959,10,0.19,116.37,27.76,51.84,78.36,24.45
Chhattisgarh,0.43,1959,11,0.0,1.69,0.21,0.94,58.16,21.06
Chhattisgarh,2.98,1959,12,0.0,24.91,2.3,2.96,51.47,18.99
Chhattisgarh,14.03,1960,1,0.0,77.42,5.48,9.57,54.9,18.99
Chhattisgarh,0.06,1960,2,0.0,0.62,0.06,3.11,32.86,23.31
Chhattisgarh,45.07,1960,3,0.0,259.47,20.79,27.84,42.24,25.47
Chhattisgarh,9.14,1960,4,0.0,45.41,3.5,5.86,27.82,31.2
Chhattisgarh,6.26,1960,5,0.0,17.8,1.7,3.77,28.53,34.14
Chhattisgarh,204.58,1960,6,0.27,89.85,41.1,129.97,59.53,30.42
Chhattisgarh,342.06,1960,7,0.77,85.29,63.12,134.7,84.81,25.86
Chhattisgarh,436.75,1960,8,1.86,117.86,84.59,204.2,85.29,25.43
Chhattisgarh,161.57,1960,9,0.0,70.21,22.92,61.19,82.53,26.19
Chhattisgarh,105.46,1960,10,0.04,141.13,23.19,62.17,73.01,23.82
Chhattisgarh,4.54,1960,11,0.0,20.94,2.41,4.51,55.37,20.35
Chhattisgarh,7.76,1960,12,0.0,59.95,6.57,6.89,53.0,20.09
Chhattisgarh,6.47,1961,1,0.0,34.88,3.52,7.02,52.33,19.77
Chhattisgarh,32.72,1961,2,0.0,237.87,16.9,25.16,50.4,20.34
Chhattisgarh,3.33,1961,3,0.0,18.92,2.1,4.92,30.67,27.88
Chhattisgarh,11.83,1961,4,0.0,61.99,3.26,6.38,34.38,31.04
Chhattisgarh,29.13,1961,5,0.0,119.36,11.92,18.55,39.17,32.64
Chhattisgarh,338.87,1961,6,1.42,149.11,96.97,228.38,70.59,28.05
Chhattisgarh,421.62,1961,7,1.26,105.4,75.69,170.43,86.67,25.31
Chhattisgarh,419.29,1961,8,0.95,114.11,75.99,185.25,87.66,25.5
Chhattisgarh,379.14,1961,9,1.24,167.79,76.8,136.29,87.02,24.79
Chhattisgarh,88.15,1961,10,0.0,110.18,16.99,58.58,78.96,23.76
Chhattisgarh,6.52,1961,11,0.0,31.65,4.68,6.5,64.12,20.05
Chhattisgarh,3.78,1961,12,0.0,39.94,2.31,3.0,57.67,16.89
Chhattisgarh,6.4,1962,1,0.0,35.7,5.21,6.38,49.92,17.57
Chhattisgarh,12.29,1962,2,0.0,85.46,6.13,10.74,49.71,21.77
Chhattisgarh,6.07,1962,3,0.0,33.12,2.41,3.85,38.86,26.27
Chhattisgarh,20.98,1962,4,0.0,110.4,6.57,12.56,39.4,29.71
Chhattisgarh,30.32,1962,5,0.0,121.69,5.31,13.48,42.86,31.78
Chhattisgarh,113.48,1962,6,0.13,50.08,33.92,70.17,60.32,29.37
Chhattisgarh,452.79,1962,7,1.28,112.95,93.14,169.36,84.58,25.87
Chhattisgarh,366.53,1962,8,0.59,98.32,60.01,136.84,86.41,25.45
Chhattisgarh,231.36,1962,9,0.38,103.57,45.6,104.93,83.28,25.63
Chhattisgarh,45.21,1962,10,0.05,52.99,16.87,32.59,67.38,23.97
Chhattisgarh,7.27,1962,11,0.0,32.95,3.13,10.73,52.92,21.31
Chhattisgarh,45.75,1962,12,0.1,483.17,25.26,44.43,65.24,18.71
Chhattisgarh,0.52,1963,1,0.0,2.86,0.49,0.51,40.48,18.48
Chhattisgarh,10.57,1963,2,0.0,70.81,5.28,9.75,35.09,23.23
Chhattisgarh,8.33,1963,3,0.0,45.84,3.53,9.45,32.69,26.59
Chhattisgarh,22.45,1963,4,0.0,108.25,3.84,8.83,36.97,29.5
Chhattisgarh,26.54,1963,5,0.0,114.63,6.13,14.7,38.19,32.22
Chhattisgarh,212.39,1963,6,0.05,92.95,32.82,86.16,68.56,28.55
Chhattisgarh,416.9,1963,7,1.54,104.54,84.52,176.37,83.37,25.76
Chhattisgarh,370.81,1963,8,0.4,100.04,47.95,113.41,87.31,25.47
Chhattisgarh,238.87,1963,9,0.53,106.11,54.88,122.0,82.3,25.51
Chhattisgarh,138.9,1963,10,0.36,183.71,54.67,93.44,77.19,24.66
Chhattisgarh,2.66,1963,11,0.0,13.59,1.0,1.93,65.86,22.45
Chhattisgarh,0.47,1963,12,0.0,4.74,0.32,1.2,50.48,18.99
Chhattisgarh,7.22,1964,1,0.0,37.59,6.97,8.0,47.34,20.68
Chhattisgarh,14.06,1964,2,0.0,96.52,6.42,13.54,48.21,23.05
Chhattisgarh,3.99,1964,3,0.0,23.09,2.0,2.77,30.03,27.7
Chhattisgarh,4.67,1964,4,0.0,23.95,1.82,3.07,29.22,31.56
Chhattisgarh,5.25,1964,5,0.0,21.13,2.11,4.12,27.4,33.59
Chhattisgarh,329.46,1964,6,1.21,148.05,70.9,172.11,59.08,30.0
Chhattisgarh,407.95,1964,7,0.91,101.72,61.58,146.87,86.91,25.18
Chhattisgarh,578.84,1964,8,1.93,156.01,94.6,229.39,89.15,24.62
Chhattisgarh,275.93,1964,9,0.46,122.9,54.1,109.66,86.14,25.02
Chhattisgarh,97.94,1964,10,0.0,127.08,15.64,41.66,78.31,24.08
Chhattisgarh,11.57,1964,11,0.0,58.42,6.14,8.29,63.44,20.26
Chhattisgarh,0.02,1964,12,0.0,0.2,0.02,0.02,52.77,18.77
Chhattisgarh,7.21,1965,1,0.0,39.53,4.37,7.04,52.83,20.01
Chhattisgarh,4.54,1965,2,0.0,34.31,1.93,5.57,41.5,22.38
Chhattisgarh,48.37,1965,3,0.0,283.88,17.75,39.09,39.98,25.38
Chhattisgarh,21.96,1965,4,0.0,107.49,7.97,30.35,43.16,28.78
Chhattisgarh,20.47,1965,5,0.0,72.23,5.56,10.02,35.92,32.21
Chhattisgarh,225.35,1965,6,0.52,96.43,61.83,135.94,57.39,30.17
Chhattisgarh,389.01,1965,7,0.99,96.88,68.69,137.79,82.79,25.31
Chhattisgarh,356.89,1965,8,0.66,96.79,70.96,135.63,85.22,25.23
Chhattisgarh,176.92,1965,9,0.15,78.65,35.67,95.35,81.63,25.23
Chhattisgarh,34.42,1965,10,0.0,46.33,15.03,25.94,69.08,24.73
Chhattisgarh,0.25,1965,11,0.0,0.97,0.11,0.14,53.95,22.62
Chhattisgarh,0.86,1965,12,0.0,8.58,0.52,0.63,46.62,19.9
Chhattisgarh,30.15,1966,1,0.01,167.1,15.49,28.16,57.89,18.77
Chhattisgarh,2.81,1966,2,0.0,13.17,1.49,2.95,38.46,23.6
Chhattisgarh,9.2,1966,3,0.0,53.61,5.04,7.57,28.26,27.12
Chhattisgarh,24.72,1966,4,0.0,114.17,6.28,12.81,36.07,30.6
Chhattisgarh,40.13,1966,5,0.23,203.12,30.93,39.74,31.87,32.73
Chhattisgarh,283.9,1966,6,0.44,124.61,47.67,126.29,68.37,28.68
Chhattisgarh,374.41,1966,7,0.77,92.91,61.14,148.57,83.69,26.24
Chhattisgarh,382.12,1966,8,0.97,103.13,68.89,163.75,85.96,25.32
Chhattisgarh,145.87,1966,9,0.17,62.96,32.76,107.05,80.19,25.42
Chhattisgarh,32.91,1966,10,0.01,38.71,13.36,27.59,62.6,24.92
Chhattisgarh,58.84,1966,11,0.02,333.32,23.13,50.05,66.44,22.95
Chhattisgarh,29.88,1966,12,0.13,286.58,25.75,44.39,59.77,17.97
Chhattisgarh,9.59,1967,1,0.0,54.45,4.63,7.55,53.03,19.97
Chhattisgarh,0.07,1967,2,0.0,0.35,0.06,0.07,29.54,24.26
Chhattisgarh,122.47,1967,3,0.05,726.67,31.58,67.88,52.17,25.04
Chhattisgarh,19.43,1967,4,0.0,93.4,5.48,10.45,38.97,29.9
Chhattisgarh,22.14,1967,5,0.0,94.73,10.09,19.43,33.31,33.2
Chhattisgarh,248.47,1967,6,0.7,111.56,52.3,152.24,59.56,30.37
Chhattisgarh,452.4,1967,7,1.2,112.61,62.36,174.7,84.02,26.27
Chhattisgarh,629.18,1967,8,2.38,170.09,101.91,246.73,88.48,25.05
Chhattisgarh,296.17,1967,9,0.36,130.86,44.32,121.32,83.87,25.69
Chhattisgarh,19.02,1967,10,0.0,22.72,6.66,15.35,63.27,24.99
Chhattisgarh,1.47,1967,11,0.0,7.74,0.57,3.9,52.07,22.16
Chhattisgarh,50.8,1967,12,0.0,513.04,14.98,28.29,72.05,20.71
Chhattisgarh,39.32,1968,1,0.02,213.49,20.36,32.25,63.09,18.44
Chhattisgarh,30.61,1968,2,0.0,230.12,13.97,34.9,52.14,21.68
Chhattisgarh,34.97,1968,3,0.04,195.69,17.09,29.89,43.91,25.37
Chhattisgarh,39.82,1968,4,0.0,186.58,9.42,19.74,42.29,28.99
Chhattisgarh,14.03,1968,5,0.0,50.41,4.02,9.6,32.81,33.01
Chhattisgarh,246.18,1968,6,1.07,108.95,66.69,159.69,62.83,29.64
Chhattisgarh,562.19,1968,7,1.7,139.52,99.57,208.16,85.93,25.97
Chhattisgarh,295.61,1968,8,0.63,80.9,72.04,145.06,81.92,25.89
Chhattisgarh,205.02,1968,9,0.59,88.36,55.64,114.17,78.89,26.72
Chhattisgarh,104.87,1968,10,0.4,130.69,47.56,83.07,69.66,24.52
Chhattisgarh,7.56,1968,11,0.0,31.43,4.76,7.44,54.69,21.62
Chhattisgarh,5.63,1968,12,0.0,56.07,3.69,5.12,48.79,18.96
Chhattisgarh,1.68,1969,1,0.0,9.47,1.06,1.67,46.98,19.66
Chhattisgarh,3.73,1969,2,0.0,21.11,2.04,3.35,38.58,24.39
Chhattisgarh,5.71,1969,3,0.0,32.66,2.24,4.69,31.19,29.09
Chhattisgarh,22.74,1969,4,0.0,126.38,8.31,26.17,32.67,31.75
Chhattisgarh,61.42,1969,5,0.03,241.64,19.51,39.19,49.83,31.36
Chhattisgarh,122.24,1969,6,0.01,54.46,24.37,74.09,60.17,30.57
Chhattisgarh,659.65,1969,7,2.67,164.29,105.16,242.5,87.38,25.85
Chhattisgarh,288.23,1969,8,0.93,78.48,72.9,176.98,84.54,25.69
Chhattisgarh,213.38,1969,9,0.17,94.06,36.41,91.29,82.1,25.9
Chhattisgarh,13.37,1969,10,0.0,15.08,5.21,8.33,63.92,25.06
Chhattisgarh,29.83,1969,11,0.09,137.15,14.2,21.29,61.43,23.07
Chhattisgarh,11.34,1969,12,0.02,86.83,6.9,11.23,52.0,18.88
Chhattisgarh,21.82,1970,1,0.0,120.02,13.66,16.93,58.47,19.49
Chhattisgarh,20.94,1970,2,0.01,117.8,9.39,20.84,54.05,23.18
Chhattisgarh,43.78,1970,3,0.0,249.61,14.77,34.72,49.96,26.33
Chhattisgarh,19.24,1970,4,0.0,91.51,5.48,9.15,38.43,31.01
Chhattisgarh,46.96,1970,5,0.0,180.05,13.42,41.93,41.07,33.22
Chhattisgarh,349.52,1970,6,0.84,154.38,62.76,160.52,79.71,27.34
Chhattisgarh,433.17,1970,7,1.33,108.72,77.78,176.27,84.86,25.99
Chhattisgarh,449.19,1970,8,1.05,121.5,71.84,183.55,87.61,25.76
Chhattisgarh,290.24,1970,9,1.01,130.24,59.43,152.45,84.68,25.9
Chhattisgarh,22.33,1970,10,0.0,27.87,8.82,16.26,67.28,25.29
Chhattisgarh,0.13,1970,11,0.0,0.66,0.09,0.14,48.98,20.69
Chhattisgarh,0.0,1970,12,0.0,0.0,0.0,0.0,47.23,17.93
Chhattisgarh,28.81,1971,1,0.0,159.95,9.04,19.22,57.68,19.24
Chhattisgarh,26.73,1971,2,0.0,208.71,14.92,23.34,51.05,21.9
Chhattisgarh,28.39,1971,3,0.01,170.92,21.05,28.07,38.51,25.51
Chhattisgarh,56.5,1971,4,0.01,311.36,18.21,42.15,45.68,29.36
Chhattisgarh,86.71,1971,5,0.0,386.4,18.55,53.95,50.54,30.26
Chhattisgarh,412.94,1971,6,1.77,184.75,84.39,220.5,79.42,26.35
Chhattisgarh,425.67,1971,7,1.53,106.6,71.69,152.01,85.89,25.2
Chhattisgarh,355.5,1971,8,0.86,97.2,59.88,136.61,86.78,25.33
Chhattisgarh,159.17,1971,9,0.18,70.96,37.69,88.55,79.51,26.15
Chhattisgarh,94.44,1971,10,0.12,126.35,29.45,48.36,76.95,24.63
Chhattisgarh,0.03,1971,11,0.0,0.16,0.02,0.37,58.15,20.24
Chhattisgarh,0.0,1971,12,0.0,0.0,0.0,0.0,53.02,17.94
Chhattisgarh,1.7,1972,1,0.0,9.62,1.46,3.67,51.19,18.94
Chhattisgarh,21.4,1972,2,0.0,151.59,9.83,15.77,49.61,21.14
Chhattisgarh,2.15,1972,3,0.0,11.46,1.07,1.4,34.42,28.04
Chhattisgarh,29.48,1972,4,0.0,170.46,11.37,22.14,38.49,30.25
