State,precipitation,Year,Month,precipitation50mm,precipitation_percentage,maxprecipitation1day,maxprecipitation5day,relative_humidity,maxsurfaceairtemperature
Himachal Pradesh,94.07,2006,6,0.04,86.13,16.18,38.32,70.67,12.34
Himachal Pradesh,292.32,2006,7,0.88,118.46,50.37,114.09,83.74,15.38
Himachal Pradesh,229.14,2006,8,0.17,112.05,30.4,85.14,83.83,14.63
Himachal Pradesh,82.26,2006,9,0.01,73.57,20.01,43.66,77.51,11.3
Himachal Pradesh,24.2,2006,10,0.0,64.87,6.13,14.61,68.33,6.04
Himachal Pradesh,34.19,2006,11,0.0,127.31,9.13,18.8,66.34,-0.07
Himachal Pradesh,103.76,2006,12,0.14,222.96,31.92,67.56,64.2,-5.24
Himachal Pradesh,13.08,2007,1,0.0,11.76,4.19,6.58,58.54,-6.65
Himachal Pradesh,180.15,2007,2,0.61,133.89,50.16,95.97,68.64,-3.65
Himachal Pradesh,168.12,2007,3,0.61,167.23,52.56,116.54,60.76,-0.8
Himachal Pradesh,20.69,2007,4,0.0,23.21,5.76,10.98,57.27,6.99
Himachal Pradesh,61.28,2007,5,0.0,96.96,7.38,20.76,67.07,9.68
Himachal Pradesh,122.17,2007,6,0.03,101.98,21.92,56.19,72.65,13.8
Himachal Pradesh,162.44,2007,7,0.01,67.88,20.17,64.45,79.76,15.34
Himachal Pradesh,246.62,2007,8,0.85,96.41,55.4,108.1,81.94,15.11
Himachal Pradesh,70.69,2007,9,0.0,65.88,8.58,30.94,78.7,11.52
Himachal Pradesh,16.3,2007,10,0.0,42.64,3.42,9.01,62.21,5.24
Himachal Pradesh,8.0,2007,11,0.0,31.22,2.44,5.27,57.09,1.65
Himachal Pradesh,43.49,2007,12,0.0,101.69,12.88,35.61,60.56,-5.26
Himachal Pradesh,208.47,2008,1,0.74,207.9,45.99,95.62,70.09,-7.05
Himachal Pradesh,108.55,2008,2,0.01,77.35,23.06,61.34,62.52,-5.95
Himachal Pradesh,25.88,2008,3,0.0,22.61,5.35,12.47,60.8,0.77
Himachal Pradesh,88.91,2008,4,0.0,115.93,20.58,45.12,62.35,4.15
Himachal Pradesh,60.84,2008,5,0.0,92.96,9.12,24.63,68.17,8.38
Himachal Pradesh,232.17,2008,6,0.59,187.43,47.3,102.35,82.01,13.49
Himachal Pradesh,238.29,2008,7,0.52,95.09,46.82,84.21,82.33,15.24
Himachal Pradesh,241.97,2008,8,0.41,108.06,35.6,103.5,83.33,14.18
Himachal Pradesh,114.26,2008,9,0.47,114.7,46.15,74.84,75.14,9.45
Himachal Pradesh,22.35,2008,10,0.0,62.53,5.45,11.13,67.17,4.6
Himachal Pradesh,16.2,2008,11,0.0,62.8,7.22,10.51,58.48,0.43
Himachal Pradesh,59.87,2008,12,0.01,112.13,22.34,43.5,60.67,-3.38
Himachal Pradesh,99.5,2009,1,0.0,97.89,19.23,43.65,65.17,-4.3
Himachal Pradesh,106.26,2009,2,0.0,73.67,22.94,46.23,62.7,-2.9
Himachal Pradesh,60.3,2009,3,0.0,54.21,12.24,23.62,59.93,0.51
Himachal Pradesh,88.51,2009,4,0.0,110.56,19.86,40.68,59.16,4.3
Himachal Pradesh,57.35,2009,5,0.0,86.77,10.31,21.7,62.31,7.83
Himachal Pradesh,43.75,2009,6,0.0,39.86,9.42,20.76,62.88,11.82
Himachal Pradesh,213.77,2009,7,0.67,82.44,61.1,96.44,77.51,14.58
Himachal Pradesh,181.37,2009,8,0.22,75.4,32.35,74.84,81.16,14.42
Himachal Pradesh,167.27,2009,9,0.97,160.22,54.77,141.48,77.79,9.67
Himachal Pradesh,17.81,2009,10,0.0,47.12,3.74,9.34,64.07,5.26
Himachal Pradesh,69.14,2009,11,0.07,267.91,25.82,46.28,63.93,-1.67
Himachal Pradesh,38.5,2009,12,0.0,70.97,14.97,28.35,60.95,-5.39
Himachal Pradesh,40.41,2010,1,0.0,42.02,14.0,33.04,60.9,-7.38
Himachal Pradesh,158.6,2010,2,0.91,112.43,66.9,121.94,65.98,-3.68
Himachal Pradesh,48.17,2010,3,0.0,41.98,15.26,41.43,58.46,2.27
Himachal Pradesh,67.31,2010,4,0.0,74.63,16.18,37.75,57.93,6.7
Himachal Pradesh,92.25,2010,5,0.0,157.75,19.86,36.45,61.45,9.37
Himachal Pradesh,116.79,2010,6,0.37,115.55,37.83,68.51,69.28,10.87
Himachal Pradesh,314.42,2010,7,1.12,135.84,55.76,106.22,85.81,13.42
Himachal Pradesh,302.66,2010,8,0.85,123.26,50.61,108.14,85.67,15.16
Himachal Pradesh,275.64,2010,9,0.93,231.42,72.12,127.57,80.96,11.16
Himachal Pradesh,44.49,2010,10,0.0,127.1,19.51,31.71,69.16,4.66
Himachal Pradesh,10.58,2010,11,0.0,43.22,5.37,8.48,60.23,-1.29
Himachal Pradesh,57.59,2010,12,0.19,149.42,36.91,102.22,61.39,-4.9
Himachal Pradesh,58.56,2011,1,0.0,58.95,19.2,34.99,59.27,-8.18
Himachal Pradesh,198.55,2011,2,0.18,141.37,37.63,88.66,68.76,-3.42
Himachal Pradesh,113.82,2011,3,0.02,106.15,26.4,62.31,62.42,-0.23
Himachal Pradesh,111.22,2011,4,0.0,137.52,24.23,49.22,63.16,3.45
Himachal Pradesh,38.66,2011,5,0.0,55.04,6.67,30.04,62.83,9.65
Himachal Pradesh,127.55,2011,6,0.11,97.59,30.79,60.72,75.48,11.66
Himachal Pradesh,162.49,2011,7,0.09,68.12,27.32,61.82,83.25,14.26
Himachal Pradesh,325.71,2011,8,1.11,146.83,71.19,146.85,84.75,14.26
Himachal Pradesh,107.7,2011,9,0.06,95.31,24.91,45.87,79.71,12.17
Himachal Pradesh,22.53,2011,10,0.0,61.26,5.72,12.22,65.42,6.32
Himachal Pradesh,10.69,2011,11,0.0,36.06,7.1,9.3,58.06,1.73
Himachal Pradesh,25.41,2011,12,0.0,61.51,13.36,18.62,58.69,-4.2
Himachal Pradesh,126.4,2012,1,0.12,132.47,35.73,58.13,66.45,-8.62
Himachal Pradesh,160.3,2012,2,0.09,110.11,27.92,56.61,68.27,-4.66
Himachal Pradesh,107.79,2012,3,0.22,93.96,34.53,55.42,63.6,-0.7
Himachal Pradesh,83.49,2012,4,0.0,102.17,14.89,36.55,68.29,4.16
Himachal Pradesh,32.65,2012,5,0.0,42.69,4.84,16.79,60.91,8.12
Himachal Pradesh,43.05,2012,6,0.01,38.05,8.64,26.34,64.03,12.22
Himachal Pradesh,198.12,2012,7,0.2,67.17,34.61,75.67,81.07,14.58
Himachal Pradesh,300.22,2012,8,0.56,120.68,56.13,113.54,86.07,14.79
Himachal Pradesh,108.52,2012,9,0.02,94.82,15.77,41.29,79.45,12.29
Himachal Pradesh,17.95,2012,10,0.0,46.23,3.77,7.23,64.12,4.72
Himachal Pradesh,23.87,2012,11,0.0,92.71,9.47,15.51,60.14,-0.03
Himachal Pradesh,66.32,2012,12,0.0,142.19,22.31,41.61,63.79,-5.64
Himachal Pradesh,124.58,2013,1,0.94,133.77,65.51,107.4,60.18,-8.65
Himachal Pradesh,212.27,2013,2,0.57,159.96,51.26,114.92,67.67,-4.67
Himachal Pradesh,70.96,2013,3,0.0,66.58,18.51,31.31,58.54,0.29
Himachal Pradesh,50.06,2013,4,0.0,59.37,7.38,19.2,64.41,4.43
Himachal Pradesh,41.39,2013,5,0.0,63.1,9.62,19.9,59.35,9.2
Himachal Pradesh,247.75,2013,6,1.24,221.53,69.11,157.48,78.3,12.21
Himachal Pradesh,225.15,2013,7,0.67,80.1,35.41,92.83,83.39,14.9
Himachal Pradesh,267.5,2013,8,0.32,116.08,39.72,93.32,85.66,14.81
Himachal Pradesh,84.84,2013,9,0.0,71.94,12.85,30.56,77.49,11.6
Himachal Pradesh,51.29,2013,10,0.0,149.26,14.67,30.06,71.36,7.2
Himachal Pradesh,27.67,2013,11,0.0,113.05,12.75,26.31,61.01,-2.81
Himachal Pradesh,45.5,2013,12,0.01,104.58,16.62,27.57,64.47,-5.45
Himachal Pradesh,79.03,2014,1,0.0,84.61,27.34,35.08,64.56,-7.15
Himachal Pradesh,180.09,2014,2,0.23,131.59,39.72,79.29,65.97,-5.39
Himachal Pradesh,149.95,2014,3,0.04,137.2,27.33,51.46,67.17,-0.91
Himachal Pradesh,89.38,2014,4,0.0,113.59,21.49,39.34,63.74,3.15
Himachal Pradesh,76.91,2014,5,0.0,126.84,22.18,38.42,68.08,7.7
Himachal Pradesh,68.1,2014,6,0.01,52.36,14.58,43.45,68.91,12.05
Himachal Pradesh,239.24,2014,7,0.5,95.8,35.82,86.25,83.89,14.37
Himachal Pradesh,142.69,2014,8,0.25,56.68,29.77,59.04,78.87,14.35
Himachal Pradesh,128.58,2014,9,0.37,113.95,42.54,89.31,77.9,11.42
Himachal Pradesh,27.61,2014,10,0.0,73.47,5.24,11.69,68.95,6.18
Himachal Pradesh,19.62,2014,11,0.0,65.23,10.83,15.63,58.04,-0.57
Himachal Pradesh,39.33,2014,12,0.0,95.71,18.7,30.85,58.72,-5.47
Himachal Pradesh,103.06,2015,1,0.0,107.83,25.15,62.08,63.13,-7.08
Himachal Pradesh,156.85,2015,2,0.02,110.09,28.11,108.66,63.42,-3.25
Himachal Pradesh,208.18,2015,3,0.65,214.59,52.78,104.12,64.01,-0.43
Himachal Pradesh,108.45,2015,4,0.13,142.85,35.42,59.27,64.45,4.11
Himachal Pradesh,53.67,2015,5,0.0,87.87,12.87,28.34,61.6,8.83
Himachal Pradesh,105.42,2015,6,0.02,95.25,19.34,39.45,72.99,10.88
Himachal Pradesh,360.15,2015,7,1.17,151.72,62.14,117.0,85.22,14.53
Himachal Pradesh,188.59,2015,8,0.37,74.78,36.46,83.91,81.5,14.64
Himachal Pradesh,85.1,2015,9,0.24,81.81,38.29,66.96,71.72,11.16
Himachal Pradesh,34.54,2015,10,0.0,96.39,11.04,20.54,66.33,5.98
Himachal Pradesh,31.89,2015,11,0.0,116.38,8.35,13.59,64.38,-0.14
Himachal Pradesh,47.14,2015,12,0.02,110.08,23.01,36.14,62.91,-5.93
Himachal Pradesh,48.58,2016,1,0.0,46.49,17.15,26.97,62.06,-6.34
Himachal Pradesh,71.95,2016,2,0.0,52.4,25.43,35.29,58.03,-4.06
Himachal Pradesh,114.58,2016,3,0.02,107.83,27.49,50.7,65.04,0.67
Himachal Pradesh,67.14,2016,4,0.0,76.16,11.68,26.19,63.29,5.59
Himachal Pradesh,54.11,2016,5,0.0,79.85,10.65,19.72,64.49,9.75
Himachal Pradesh,97.34,2016,6,0.05,69.48,16.24,55.98,74.79,13.68
Himachal Pradesh,248.18,2016,7,0.72,100.12,55.72,93.26,82.77,15.41
Himachal Pradesh,262.08,2016,8,0.61,111.99,58.19,93.65,84.07,14.77
Himachal Pradesh,45.58,2016,9,0.0,36.12,6.32,19.29,77.78,12.5
Himachal Pradesh,12.67,2016,10,0.0,31.32,2.69,7.18,64.57,7.45
Himachal Pradesh,8.66,2016,11,0.0,29.37,2.44,4.68,54.91,2.74
Himachal Pradesh,12.66,2016,12,0.0,31.68,6.75,8.27,55.59,-0.93
Himachal Pradesh,202.43,2017,1,0.32,207.05,40.17,92.18,70.9,-5.63
Himachal Pradesh,107.98,2017,2,0.01,76.63,24.8,53.83,60.72,-2.35
Himachal Pradesh,88.75,2017,3,0.0,80.61,19.87,53.97,63.54,-0.29
Himachal Pradesh,118.71,2017,4,0.2,145.01,37.02,81.61,59.84,5.78
Himachal Pradesh,76.81,2017,5,0.0,112.31,11.17,27.65,68.33,9.36
Himachal Pradesh,154.6,2017,6,0.26,129.19,39.55,82.23,74.37,12.16
Himachal Pradesh,284.31,2017,7,0.6,120.68,50.24,107.07,83.8,15.73
Himachal Pradesh,234.57,2017,8,0.68,94.22,44.1,125.42,82.11,15.33
Himachal Pradesh,137.13,2017,9,0.47,118.59,50.0,90.27,79.38,12.01
Himachal Pradesh,12.33,2017,10,0.0,29.71,2.24,5.05,66.02,7.36
Himachal Pradesh,27.85,2017,11,0.0,105.34,7.11,20.49,65.71,-0.49
Himachal Pradesh,65.36,2017,12,0.18,152.83,36.81,54.25,63.76,-4.52
Himachal Pradesh,20.6,2018,1,0.0,21.32,11.29,13.09,58.53,-6.06
Himachal Pradesh,62.44,2018,2,0.0,43.68,18.71,33.49,62.65,-3.12
Himachal Pradesh,54.88,2018,3,0.0,50.45,17.92,29.19,58.74,0.23
Himachal Pradesh,57.64,2018,4,0.0,71.42,17.65,30.19,62.62,4.98
Himachal Pradesh,49.88,2018,5,0.0,78.32,9.8,22.67,61.24,8.59
Himachal Pradesh,126.14,2018,6,0.09,98.66,24.4,59.11,73.14,12.81
Himachal Pradesh,287.78,2018,7,0.6,129.08,48.76,102.94,82.92,15.21
Himachal Pradesh,242.01,2018,8,0.65,96.51,59.53,97.15,82.18,15.69
Himachal Pradesh,274.58,2018,9,1.61,266.19,79.72,176.34,79.21,11.38
Himachal Pradesh,17.74,2018,10,0.0,46.36,4.14,24.58,66.03,3.09
Himachal Pradesh,55.25,2018,11,0.0,224.98,20.69,39.5,63.43,-1.6
Himachal Pradesh,24.01,2018,12,0.0,53.49,7.33,18.44,60.28,-6.62
Himachal Pradesh,177.32,2019,1,0.16,179.77,36.08,73.92,68.21,-6.92
Himachal Pradesh,230.6,2019,2,0.49,170.17,47.91,98.71,70.11,-3.9
Himachal Pradesh,88.65,2019,3,0.0,83.03,18.43,37.97,65.06,-1.2
Himachal Pradesh,53.03,2019,4,0.0,70.08,15.72,32.75,63.5,6.0
Himachal Pradesh,64.52,2019,5,0.0,103.4,11.66,27.79,63.94,8.06
Himachal Pradesh,66.24,2019,6,0.0,62.01,12.72,25.1,67.16,11.68
Himachal Pradesh,263.03,2019,7,0.45,100.92,42.1,98.08,84.33,14.03
Himachal Pradesh,298.68,2019,8,0.86,133.12,72.79,134.13,83.84,14.73
Himachal Pradesh,96.91,2019,9,0.05,78.71,17.32,40.79,77.03,13.57
Himachal Pradesh,30.45,2019,10,0.0,81.67,6.7,23.8,71.8,5.32
Himachal Pradesh,128.24,2019,11,0.0,487.98,26.4,45.9,70.62,-0.58
Himachal Pradesh,76.98,2019,12,0.05,183.1,29.06,58.38,61.48,-7.66
Himachal Pradesh,179.91,2020,1,0.07,187.78,33.47,69.46,70.39,-6.89
Himachal Pradesh,27.55,2020,2,0.0,19.94,8.63,14.01,59.93,-4.61
Himachal Pradesh,159.51,2020,3,0.18,160.58,35.11,64.67,67.77,-0.84
Himachal Pradesh,60.24,2020,4,0.01,79.07,16.63,29.89,65.97,3.89
Himachal Pradesh,73.21,2020,5,0.0,124.43,14.63,41.43,66.45,8.59
Himachal Pradesh,81.08,2020,6,0.06,60.75,16.57,40.95,74.63,12.55
Himachal Pradesh,174.42,2020,7,0.19,74.82,31.04,56.1,80.02,15.15
Himachal Pradesh,269.33,2020,8,0.57,101.52,42.79,91.67,81.72,16.21
Himachal Pradesh,49.12,2020,9,0.01,38.5,10.12,32.59,71.41,13.29
Himachal Pradesh,8.18,2020,10,0.0,19.44,1.86,3.98,58.64,7.65
Himachal Pradesh,70.73,2020,11,0.0,280.0,19.96,45.57,63.29,-0.7
Himachal Pradesh,55.19,2020,12,0.0,117.23,17.43,38.26,63.14,-6.18
Himachal Pradesh,70.95,2021,1,0.04,73.48,29.05,49.91,60.54,-5.94
Himachal Pradesh,43.78,2021,2,0.0,30.81,14.1,26.61,61.45,-2.61
Himachal Pradesh,66.44,2021,3,0.0,57.54,15.58,31.47,61.6,1.18
Himachal Pradesh,137.45,2021,4,0.11,175.23,31.24,69.46,60.16,3.38
Himachal Pradesh,81.82,2021,5,0.0,137.17,13.23,29.7,71.13,7.52
Himachal Pradesh,82.23,2021,6,0.02,72.19,20.83,38.97,76.74,11.84
Himachal Pradesh,318.4,2021,7,1.38,136.09,65.41,116.71,84.77,15.26
Himachal Pradesh,145.36,2021,8,0.13,60.61,22.74,50.36,82.12,15.1
Himachal Pradesh,148.88,2021,9,0.14,133.51,27.47,61.79,82.89,13.46
Himachal Pradesh,79.72,2021,10,0.25,248.47,38.47,54.49,68.66,6.24
Himachal Pradesh,3.92,2021,11,0.0,12.32,1.93,7.17,61.62,-1.82
Himachal Pradesh,40.06,2021,12,0.0,88.92,10.99,22.45,66.54,-6.77
Himachal Pradesh,181.17,2022,1,0.26,195.82,35.6,103.91,73.32,-6.28
Himachal Pradesh,100.47,2022,2,0.0,74.0,23.24,52.41,64.25,-5.17
Himachal Pradesh,15.82,2022,3,0.0,14.04,6.31,11.7,57.79,2.6
Himachal Pradesh,26.76,2022,4,0.0,29.32,5.29,11.8,57.46,8.42
Himachal Pradesh,73.26,2022,5,0.01,117.4,12.84,28.01,68.27,10.86
Himachal Pradesh,100.12,2022,6,0.16,88.08,26.99,62.52,67.52,13.83
Himachal Pradesh,337.06,2022,7,0.8,157.36,52.3,113.67,86.17,16.14
Himachal Pradesh,249.61,2022,8,0.81,105.29,47.33,88.58,82.94,15.97
Himachal Pradesh,187.55,2022,9,0.8,176.12,58.7,112.9,82.25,12.63
Himachal Pradesh,40.04,2022,10,0.01,114.18,11.49,25.79,70.95,5.97
Himachal Pradesh,34.07,2022,11,0.0,122.2,11.68,20.37,62.76,-0.99
Himachal Pradesh,24.48,2022,12,0.0,47.97,13.32,30.06,61.35,-4.38
India,26.12,1950,1,0.03,118.52,9.36,16.52,54.02,17.73
India,32.82,1950,2,0.03,149.95,12.31,23.39,51.17,17.8
India,76.44,1950,3,0.03,573.1,19.05,38.71,57.22,21.1
India,27.66,1950,4,0.02,116.32,7.83,16.98,41.02,26.6
India,70.18,1950,5,0.15,170.21,18.65,42.97,47.42,29.38
India,135.93,1950,6,0.31,57.18,26.8,64.23,60.28,28.58
India,350.83,1950,7,1.04,119.91,64.54,147.16,79.81,25.44
India,240.99,1950,8,0.61,89.68,48.74,114.13,80.25,25.07
India,157.7,1950,9,0.2,107.59,30.79,76.35,80.25,24.36
India,137.58,1950,10,0.06,318.91,22.38,56.5,77.57,21.98
India,89.68,1950,11,0.32,877.66,28.5,60.83,72.17,18.65
India,53.53,1950,12,0.04,592.09,15.02,29.41,71.94,16.6
India,52.08,1951,1,0.05,309.45,14.51,25.87,69.67,15.82
India,19.17,1951,2,0.01,84.08,8.01,16.95,56.23,18.3
India,75.72,1951,3,0.04,556.43,18.41,38.36,55.73,21.79
India,62.78,1951,4,0.07,296.57,14.47,32.58,54.13,24.55
India,87.96,1951,5,0.05,232.6,17.57,43.96,53.17,28.07
India,154.93,1951,6,0.42,65.89,29.18,72.69,63.63,27.87
India,243.87,1951,7,0.6,83.62,45.79,104.3,74.19,26.41
India,231.9,1951,8,0.51,87.68,45.82,101.38,81.42,25.32
India,140.39,1951,9,0.18,82.82,31.68,72.78,75.83,25.28
India,101.73,1951,10,0.11,149.67,24.1,58.31,72.49,24.03
India,53.16,1951,11,0.04,257.69,16.06,30.69,67.71,20.41
India,11.15,1951,12,0.01,55.98,4.32,10.62,57.69,17.0
India,32.09,1952,1,0.01,234.7,12.39,25.53,61.35,17.2
India,51.59,1952,2,0.02,439.17,15.87,29.42,59.42,18.7
India,55.67,1952,3,0.05,259.38,15.28,27.98,52.61,21.43
India,72.65,1952,4,0.06,467.76,16.94,37.32,53.99,25.71
India,92.4,1952,5,0.04,312.02,17.93,44.82,56.21,27.96
India,187.93,1952,6,0.47,109.59,36.99,86.36,67.91,27.27
India,281.13,1952,7,0.71,108.01,52.84,122.7,78.27,25.93
India,253.18,1952,8,0.42,97.92,40.35,97.15,82.81,24.9
India,106.71,1952,9,0.08,49.97,17.77,45.89,73.99,25.12
India,71.87,1952,10,0.16,84.98,22.72,47.0,62.86,23.77
India,15.26,1952,11,0.04,59.99,6.48,13.64,50.75,20.53
India,49.86,1952,12,0.02,500.65,14.56,25.56,59.32,16.79
India,69.02,1953,1,0.07,525.56,19.86,34.94,64.37,15.08
India,47.15,1953,2,0.02,490.35,14.54,25.44,64.06,18.6
India,55.05,1953,3,0.04,208.8,12.79,27.03,51.89,23.53
India,64.43,1953,4,0.04,407.57,14.11,32.72,50.96,25.21
India,85.65,1953,5,0.09,272.87,15.01,36.23,54.71,27.71
India,186.97,1953,6,0.4,106.31,42.54,94.28,65.96,27.36
India,308.73,1953,7,0.91,124.64,55.34,126.28,80.31,25.34
India,303.37,1953,8,0.75,132.34,57.09,126.45,83.97,24.7
India,186.22,1953,9,0.24,120.31,32.75,79.55,83.23,24.13
India,92.83,1953,10,0.01,139.38,16.06,47.2,77.53,22.17
India,15.22,1953,11,0.0,56.26,5.15,10.8,62.8,19.19
India,23.26,1953,12,0.01,210.28,10.16,22.46,57.9,18.34
India,32.77,1954,1,0.02,206.22,11.61,22.46,56.38,16.37
India,38.21,1954,2,0.01,166.56,12.5,22.96,54.72,20.28
India,19.39,1954,3,0.01,90.29,6.58,13.08,39.38,24.03
India,25.72,1954,4,0.02,52.4,5.74,14.52,34.9,28.5
India,55.57,1954,5,0.06,60.53,10.03,27.6,41.56,30.62
India,169.22,1954,6,0.46,77.07,31.83,75.34,62.7,28.73
India,329.33,1954,7,0.91,119.2,55.39,126.82,80.73,25.93
India,249.66,1954,8,0.64,94.86,46.62,115.27,79.73,25.77
India,238.45,1954,9,0.59,159.58,49.71,102.07,81.29,24.87
India,73.6,1954,10,0.17,71.41,24.17,56.3,68.08,22.46
India,5.18,1954,11,0.0,15.04,1.34,3.08,50.89,19.91
India,17.81,1954,12,0.02,143.3,7.48,13.73,47.29,17.28
India,24.78,1955,1,0.0,142.66,7.67,16.29,50.71,17.41
India,6.01,1955,2,0.0,22.33,3.04,6.46,39.77,20.15
India,20.19,1955,3,0.03,37.11,5.66,12.11,33.3,25.26
India,28.6,1955,4,0.04,65.52,8.57,20.69,31.86,26.91
India,65.82,1955,5,0.2,93.89,21.09,41.62,42.92,29.49
India,191.69,1955,6,0.47,99.28,39.8,99.94,60.88,28.6
India,233.58,1955,7,0.49,73.45,39.93,99.98,75.12,26.32
India,309.29,1955,8,0.49,133.29,46.06,116.0,84.35,25.01
India,238.4,1955,9,0.36,160.2,42.84,99.81,84.08,24.85
India,142.23,1955,10,0.36,285.41,41.07,82.33,75.95,22.79
India,31.58,1955,11,0.09,82.64,12.66,25.9,60.66,19.13
India,9.75,1955,12,0.03,29.3,3.94,8.99,54.51,16.92
India,15.25,1956,1,0.0,78.75,6.55,13.53,50.32,17.12
India,10.38,1956,2,0.0,37.63,4.53,9.07,35.45,19.31
India,20.24,1956,3,0.02,40.55,4.94,11.08,34.71,24.72
India,25.77,1956,4,0.06,45.29,8.34,17.57,32.78,28.67
India,91.81,1956,5,0.18,172.42,21.27,52.9,46.81,30.1
India,208.28,1956,6,0.67,105.77,45.08,117.42,65.97,27.65
India,350.74,1956,7,0.85,139.46,61.64,144.67,83.17,25.02
India,269.06,1956,8,0.54,106.49,46.1,114.08,82.88,25.02
India,166.93,1956,9,0.24,96.9,35.6,81.66,78.28,25.1
India,157.05,1956,10,0.32,316.84,39.15,87.81,78.31,22.71
India,37.4,1956,11,0.02,118.5,11.32,32.45,65.94,19.3
India,14.29,1956,12,0.0,176.27,4.88,9.09,59.25,17.02
India,31.73,1957,1,0.04,189.23,12.91,20.24,57.26,17.0
India,9.39,1957,2,0.0,25.21,3.55,8.16,39.03,18.57
India,18.85,1957,3,0.01,89.23,7.33,11.56,39.29,22.88
India,20.78,1957,4,0.03,44.43,5.01,11.23,34.96,27.8
India,62.99,1957,5,0.24,63.93,15.23,35.12,39.65,30.12
India,141.22,1957,6,0.28,71.94,33.3,80.3,56.07,29.14
India,301.97,1957,7,0.84,97.96,55.09,123.86,77.42,26.26
India,293.97,1957,8,0.73,113.17,54.58,119.24,81.14,25.69
India,124.18,1957,9,0.25,73.71,32.64,76.31,72.61,25.49
India,61.77,1957,10,0.04,81.63,15.32,36.17,62.01,24.17
India,29.43,1957,11,0.03,115.49,8.78,18.12,58.58,20.67
India,16.5,1957,12,0.01,162.88,6.13,11.19,60.33,17.96
India,17.7,1958,1,0.0,107.59,7.4,12.85,56.88,18.1
India,13.34,1958,2,0.0,46.3,4.95,9.15,45.97,19.67
India,14.45,1958,3,0.01,40.56,5.06,10.14,38.18,24.41
India,38.88,1958,4,0.06,132.28,9.25,19.4,41.16,28.57
India,61.73,1958,5,0.19,56.86,12.33,27.89,42.78,30.08
India,144.12,1958,6,0.38,65.61,27.24,79.89,55.09,29.94
India,370.42,1958,7,1.28,129.41,65.66,155.32,80.91,26.1
India,317.92,1958,8,0.75,118.45,50.34,124.09,82.01,25.81
India,217.04,1958,9,0.42,156.37,44.36,104.14,81.39,25.24
India,98.59,1958,10,0.16,141.96,27.52,60.6,73.11,23.72
India,38.53,1958,11,0.08,210.06,14.15,28.33,60.65,20.55
India,11.96,1958,12,0.02,85.99,4.57,7.09,58.68,17.6
India,26.77,1959,1,0.01,141.01,10.54,17.64,60.53,17.15
India,19.84,1959,2,0.03,49.5,5.91,10.85,50.95,19.32
India,20.27,1959,3,0.02,32.57,5.84,11.1,37.43,24.5
India,29.53,1959,4,0.03,91.7,8.23,18.99,40.14,28.31
India,78.78,1959,5,0.18,143.36,18.31,43.19,44.55,30.28
India,177.45,1959,6,0.61,88.47,42.84,94.87,62.12,28.77
India,357.92,1959,7,1.13,131.33,64.88,138.77,80.02,25.77
India,292.0,1959,8,0.76,109.35,56.65,127.35,81.72,25.47
India,233.45,1959,9,0.49,151.85,45.59,110.94,81.17,25.18
India,112.73,1959,10,0.29,169.6,34.32,68.73,73.3,23.95
India,23.81,1959,11,0.03,119.88,9.47,16.19,61.24,20.06
India,7.18,1959,12,0.0,28.22,2.61,5.45,56.02,17.49
India,13.25,1960,1,0.01,64.81,4.99,9.07,55.52,16.77
India,4.72,1960,2,0.0,12.26,1.67,4.3,41.4,20.86
India,31.75,1960,3,0.01,130.25,9.94,16.25,45.53,23.2
India,22.17,1960,4,0.01,58.62,5.92,11.44,36.24,27.9
India,59.11,1960,5,0.13,75.71,13.08,28.66,42.21,30.12
India,156.51,1960,6,0.32,82.96,34.67,87.99,61.07,28.91
India,329.53,1960,7,1.13,117.34,59.51,134.44,79.29,26.22
India,285.92,1960,8,0.79,102.74,48.91,118.25,80.71,25.71
India,151.29,1960,9,0.22,76.67,27.67,67.79,75.49,25.86
India,66.67,1960,10,0.11,108.49,21.21,48.76,63.17,23.9
India,32.95,1960,11,0.02,45.17,6.2,16.92,54.22,19.93
India,14.97,1960,12,0.03,133.29,7.96,14.93,54.94,18.05
India,23.76,1961,1,0.01,132.43,8.87,22.69,57.93,17.13
India,29.03,1961,2,0.02,174.28,11.56,23.76,52.84,17.95
India,22.79,1961,3,0.03,37.78,5.5,12.99,42.43,24.34
India,31.83,1961,4,0.02,86.71,7.01,16.03,43.13,27.68
India,75.79,1961,5,0.21,114.65,19.05,38.11,49.11,29.45
India,193.26,1961,6,0.54,123.1,43.4,104.03,66.83,27.82
India,315.31,1961,7,1.07,111.58,58.26,130.19,80.72,26.03
India,276.93,1961,8,0.56,103.2,50.39,109.98,82.45,25.79
India,218.2,1961,9,0.47,143.56,40.92,91.42,81.32,25.24
India,110.27,1961,10,0.15,173.36,28.0,66.02,71.8,23.2
India,18.07,1961,11,0.0,60.96,5.66,13.66,63.38,19.2
India,10.9,1961,12,0.0,74.46,4.85,8.64,60.06,15.53
India,15.85,1962,1,0.0,85.41,8.31,12.15,55.44,15.48
India,18.83,1962,2,0.0,83.8,6.51,11.55,55.68,19.26
India,15.62,1962,3,0.03,71.6,7.53,12.6,45.44,23.31
India,43.01,1962,4,0.03,163.68,10.54,25.34,46.02,27.32
India,73.31,1962,5,0.16,108.66,15.46,34.89,49.04,29.33
India,118.45,1962,6,0.31,46.24,24.81,57.63,60.02,28.65
India,313.81,1962,7,0.96,109.73,56.19,126.05,77.3,26.57
